inst_id,source,name,country,city_expected,homepage,csrankings_faculty,ror_query,ror_id,ror_name,ror_city,lat,lon,score,similarity,domain_match,coords_from,city_note,override_note,status,geocode_precision,geocode_query,geocode_display,shift_from_city_km
es-university-of-murcia,csrankings,University of Murcia,es,,https://webs.um.es,52,University of Murcia,03p3aeb86,Universidad de Murcia,Murcia,37.9321597,-1.1625399,1.00,1.00,1,,,,auto,street,"University of Murcia, Murcia","Hospital Clínico Universitario Virgen de la Arrixaca, Avenida Primero de Mayo, El Palmar o",6.73
de-tu-darmstadt,csrankings,TU Darmstadt,de,,https://www.informatik.tu-darmstadt.de/,50,TU Darmstadt,05n911h24,Technische Universität Darmstadt,Darmstadt,49.8611518,8.681944,1.00,1.00,1,,,,auto,street,"TU Darmstadt, Darmstadt","Technische Universität Darmstadt, Landgraf-Georg-Straße, Mathildenhöhe, Darmstadt-Ost, Dar",2.55
gb-open-university-uk,csrankings,Open University UK,gb,,https://stem.open.ac.uk,50,Open University UK,05mzfcs16,The Open University,Milton Keynes,52.0245378,-0.7092748,1.00,0.81,1,,,,auto,street,"The Open University, Milton Keynes","The Open University, University Roundabout, Tower Gate, Walton, Monkston, Milton Keynes, C",3.71
de-lmu-munich,csrankings,LMU Munich,de,,https://www.ifi.lmu.de/,49,LMU Munich,05591te55,Ludwig-Maximilians-Universität München,Munich,48.149703,11.5805338,0.95,0.86,1,,,,auto,building,"LMU Munich, Munich","Universitätsbibliothek der LMU München, 1, Geschwister-Scholl-Platz, Schönfeldvorstadt, Ma",1.42
de-university-of-t-bingen,csrankings,University of Tübingen,de,,https://uni-tuebingen.de/en/faculties/faculty-of-science/departments/computer-science/department/,49,University of Tübingen,03a1kwz48,University of Tübingen,Tübingen,48.52266,9.05222,1.00,1.00,0,,,,auto,city_centroid,,,0.00
gb-middlesex-university,csrankings,Middlesex University,gb,,https://www.mdx.ac.uk,49,Middlesex University,01rv4p989,Middlesex University,London,51.5896303,-0.2279502,1.00,1.00,1,,,,auto,street,"Middlesex University, London","Middlesex University, The Burroughs, The Hyde, Hendon, London Borough of Barnet, Greater L",11.46
gr-university-of-athens,csrankings,University of Athens,gr,,https://cgi.di.uoa.gr,49,University of Athens,04gnjpq42,National and Kapodistrian University of Athens,Athens,37.98376,23.72784,1.00,1.00,1,,,,auto,city_centroid,,,0.00
gb-city-university-of-london,csrankings,City University of London,gb,,https://www.city.ac.uk/about/schools/science-technology/computer-science,48,City University of London,047ybhc09,"City St George's, University of London",London,51.5276574,-0.103605,1.00,1.00,0,,,,auto,street,"City University of London, London","City St George’s, University of London, Earlstoke Street, St Luke's, Angel, Clerkenwell, L",2.62
at-ist-austria,csrankings,IST Austria,at,,https://ist.ac.at/en/research/,47,IST Austria,03gnh5541,Institute of Science and Technology Austria,Klosterneuburg,48.310515,16.2594155,1.00,1.00,0,,,,auto,street,"IST Austria, Klosterneuburg","Maria Gugging/IST Austria, Am Campus, Katastralgemeinde Gugging, Maria Gugging, Klosterneu",4.90
gb-goldsmiths-university-of-london,csrankings,Goldsmiths University of London,gb,,https://www.gold.ac.uk/computing/,47,Goldsmiths University of London,01khx4a30,Goldsmiths University of London,London,51.4736302,-0.0372464,1.00,1.00,1,,,,auto,street,"Goldsmiths University of London, London","Goldsmiths, University of London Campus, Lewisham Way, New Cross, London Borough of Lewish",7.25
gb-university-of-st-andrews,csrankings,University of St Andrews,gb,,https://www.st-andrews.ac.uk/computer-science/,46,University of St Andrews,02wn5qz54,University of St Andrews,St Andrews,56.3398554,-2.8117775,1.00,1.00,0,,,,auto,street,"University of St Andrews, St Andrews","University of St Andrews, North Street, Ladyhead, St Andrews, Fife, Alba / Scotland, KY16 ",0.80
de-saarland-university,csrankings,Saarland University,de,,https://www.uni-saarland.de/en/department/computer-science.html,45,Saarland University,01jdpyv68,Saarland University,Saarbrücken,49.2542421,7.0415117,1.00,1.00,0,,,,auto,street,"Saarland University, Saarbrücken","Universität des Saarlandes, Campus, Universität, St. Johann, Bezirk Mitte, Saarbrücken, Re",3.33
de-university-of-l-beck,csrankings,University of Lübeck,de,,https://www.imis.uni-luebeck.de,45,University of Lübeck,00t3r8h32,University of Lübeck,Lübeck,53.86893,10.68729,1.00,1.00,0,,,,auto,city_centroid,,,0.00
fi-tampere-university,csrankings,Tampere University,fi,,https://www.tuni.fi,45,Tampere University,033003e23,Tampere University,Tampere,61.4934627,23.77895,1.00,1.00,0,,,,auto,building,"Tampere University, Tampere","Tampereen yliopisto - Keskustakampus, 4, Kalevantie, Tulli, Keskustan suuralue, Tampere, T",0.76
nl-cwi,csrankings,CWI,nl,,https://www.cwi.nl/en/,45,Centrum Wiskunde & Informatica,00x7ekv49,Centrum Wiskunde & Informatica,Amsterdam,52.3564959,4.9521303,1.00,1.00,1,,,,auto,building,"CWI, Amsterdam","CWI, 123, Science Park, Oost, Amsterdam, Noord-Holland, Nederland, 1098 XG, Nederland",4.67
no-ntnu,csrankings,NTNU,no,,https://www.ntnu.edu/idi,44,Norwegian University of Science and Technology,05xg72x27,Norwegian University of Science and Technology,Trondheim,63.4290323,10.3865593,1.00,1.00,0,,,,auto,street,"NTNU, Trondheim","NTNU Vitenskapsmuseet, Erling Skakkes gate, Nidarø, Kalvskinnet, Midtbyen, Trondheim, Trøn",0.45
de-university-of-stuttgart,csrankings,University of Stuttgart,de,,https://www.f05.uni-stuttgart.de/en/cs/,43,University of Stuttgart,04vnq7t77,University of Stuttgart,Stuttgart,48.78232,9.17702,1.00,1.00,0,,,,auto,city_centroid,,,0.00
it-university-of-trento,csrankings,University of Trento,it,,https://disi.unitn.it,43,University of Trento,05trd4x28,University of Trento,Trento,46.06787,11.12108,1.00,1.00,1,,,,auto,city_centroid,,,0.00
cz-charles-university,csrankings,Charles University,cz,,https://cs.mff.cuni.cz/en,41,Charles University,024d6js02,Charles University,Prague,50.0888947,14.4162757,1.00,1.00,1,,,,auto,street,"Charles University, Prague","Filozofická fakulta Univerzity Karlovy, Kaprova, Josefov, obvod Praha 1, Praha, 116 93, Če",0.33
de-ruhr-university-bochum,csrankings,Ruhr-University Bochum,de,,https://www.ini.rub.de,41,Ruhr-University Bochum,04tsk2644,Ruhr University Bochum,Bochum,51.4441576,7.2610046,0.95,0.95,0,,,,auto,building,"Ruhr-University Bochum, Bochum","Ruhr-Universität Bochum, 150, Universitätsstraße, Querenburg, Bochum-Süd, Bochum, Nordrhei",5.19
de-university-of-hamburg,csrankings,University of Hamburg,de,,https://www.inf.uni-hamburg.de/en.html,41,University of Hamburg,00g30e956,Universität Hamburg,Hamburg,53.5909051,9.9753758,1.00,1.00,0,,,,auto,district,"University of Hamburg, Hamburg","Universität Hamburg, Rothenburgsort, Hamburg-Mitte, Hamburg, 20539, Deutschland",4.62
nl-leiden-university,csrankings,Leiden University,nl,,https://liacs.leidenuniv.nl/,41,Leiden University,027bh9e22,Leiden University,Leiden,52.1686355,4.4597028,1.00,1.00,0,,,,auto,street,"Leiden University, Leiden","Universiteit Leiden, Vondellaan, Vondelkwartier, Boerhaave, Leiden, Zuid-Holland, Nederlan",2.55
it-univ-of-modena-and-reggio-emilia,csrankings,Univ. of Modena and Reggio Emilia,it,,https://personale.unimore.it,40,Univ. of Modena and Reggio Emilia,02d4c4y02,University of Modena and Reggio Emilia,Modena,44.64783,10.92539,0.86,0.90,1,,,,auto,city_centroid,,,0.00
at-jku-linz,csrankings,JKU Linz,at,,https://informatik.jku.at/,39,Johannes Kepler University Linz,052r2xn60,Johannes Kepler University of Linz,Linz,48.3360899,14.3205799,0.94,0.95,1,,,Matched Sigmund Freud Privatuniversität,auto,street,"JKU Linz, Linz","Johannes-Kepler-Universität Linz, Wolfauerstraße, Dornach-Auhof, Linz, Oberösterreich, 404",4.17
de-tu-kaiserslautern,csrankings,TU Kaiserslautern,de,,https://anthonywlin.github.io,39,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,01qrts582,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,Landau,49.2040667,8.1072687,1.00,1.00,0,,,"Matched the Hochschule Kaiserslautern, a different institution in the same city",auto,building,"TU Kaiserslautern, Landau","Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau, 7, Fortstraße, West, Ke",0.94
gb-durham-university,csrankings,Durham University,gb,,https://www.durham.ac.uk/departments/academic/computer-science/,39,Durham University,01v29qb04,Durham University,Durham,54.7672268,-1.5721956,1.00,1.00,0,,,,auto,street,"Durham University, Durham","Durham University, A690, Viaduct, Crossgate, City of Durham, Durham, County Durham, North ",1.08
no-university-of-bergen,csrankings,University of Bergen,no,,https://www.ii.uib.no,39,University of Bergen,03zga2b32,University of Bergen,Bergen,60.39299,5.32415,1.00,1.00,0,,,,auto,city_centroid,,,0.00
pt-universidade-nova-de-lisboa,csrankings,Universidade NOVA de Lisboa,pt,,https://userweb.fct.unl.pt,39,Universidade NOVA de Lisboa,02xankh89,Universidade Nova de Lisboa,Lisbon,38.7328407,-9.1602002,1.00,1.00,1,,,,auto,street,"Universidade NOVA de Lisboa, Lisbon","Universidade Nova de Lisboa, Corredor Verde Monsanto-Parque Eduardo VII, Campolide, Lisboa",1.25
de-heidelberg-university,csrankings,Heidelberg University,de,,https://www.informatik.uni-heidelberg.de/,38,Heidelberg University,038t36y30,Heidelberg University,Heidelberg,49.4186003,8.6692402,1.00,1.00,1,,,,auto,street,"Heidelberg University, Heidelberg","Universität Heidelberg, Ziegelhäuser Landstraße, Neuenheim, Heidelberg, Baden-Württemberg,",1.98
de-tu-dortmund,csrankings,TU Dortmund,de,,https://ls4-www.cs.tu-dortmund.de,37,TU Dortmund,01k97gp34,TU Dortmund University,Dortmund,51.4914844,7.4122739,1.00,1.00,0,,,,auto,street,"TU Dortmund, Dortmund","Technische Universität Dortmund, Universitätsstraße, Studentendorf Dortmund, Groß-Barop, B",4.54
fi-university-of-helsinki,csrankings,University of Helsinki,fi,,https://www.helsinki.fi/en/faculty-science/faculty/computer-science,37,University of Helsinki,040af2s02,University of Helsinki,Helsinki,60.1727636,24.9486006,1.00,1.00,1,,,,auto,building,"University of Helsinki, Helsinki","Helsingin yliopisto, 12, Vuorikatu, Kaisaniemi, Kluuvi, Eteläinen suurpiiri, Helsinki, Hel",0.81
at-university-of-klagenfurt,csrankings,University of Klagenfurt,at,,https://www.aau.at/en/tewi/,36,University of Klagenfurt,05q9m0937,University of Klagenfurt,Klagenfurt,46.6164026,14.2646809,1.00,1.00,1,,,,auto,street,"University of Klagenfurt, Klagenfurt","Universität Klagenfurt, Wörthersee-Südufer-Straße, St. Martin, Klagenfurt am Wörthersee, K",3.24
fr-eurecom,csrankings,EURECOM,fr,,https://www.eurecom.fr,36,EURECOM,00sse7z02,EURECOM,Valbonne,43.6143795,7.0712057,1.00,1.00,1,,,,auto,building,EURECOM,"EURECOM, 450, Route des Chappes, Sophia Antipolis, Biot, Grasse, Alpes-Maritimes, Provence",6.16
fr-universit-jean-monnet,csrankings,Université Jean Monnet,fr,,https://perso.univ-st-etienne.fr,36,Université Jean Monnet,030bahv93,Université Jean Monnet,Saint-Etienne,45.4230567,4.4257212,1.00,1.00,1,,,,auto,building,"Université Jean Monnet, Saint-Etienne","Université Jean Monnet, 25, Rue du Docteur Paul Michelon, La Palle, Terrenoire, Saint-Étie",3.04
gr-aueb,csrankings,AUEB,gr,,https://www.dept.aueb.gr/en/cs,36,Athens University of Economics and Business,03s262162,Athens University of Economics and Business,Athens,37.98376,23.72784,1.00,1.00,1,,,,auto,city_centroid,,,0.00
fr-ecole-normale-superieure,csrankings,Ecole Normale Superieure,fr,,https://www.di.ens.fr/,35,Ecole Normale Superieure,05a0dhs15,École Normale Supérieure - PSL,Paris,48.8430502,2.3460158,1.00,0.89,0,,,,auto,street,"Ecole Normale Superieure, Paris","École normale supérieure - Université PSL, Rue Lhomond, Quartier du Val-de-Grâce, Paris 5e",1.17
nl-maastricht-university,csrankings,Maastricht University,nl,,https://dke.maastrichtuniversity.nl,35,Maastricht University,02jz4aj89,Maastricht University,Maastricht,50.8472117,5.6859518,1.00,1.00,1,,,,auto,building,"Maastricht University, Maastricht","Maastricht University, 4-6, Minderbroedersberg, Kommelkwartier, Maastricht-Centrum, Maastr",0.24
at-university-of-vienna,csrankings,University of Vienna,at,,https://informatik.univie.ac.at/en/,34,University of Vienna,03prydq77,University of Vienna,Vienna,48.2131278,16.3606855,1.00,1.00,1,,,,auto,building,"University of Vienna, Vienna","Universität Wien, 1, Universitätsring, Regierungsviertel, Katastralgemeinde Innere Stadt, ",0.99
no-uit-the-arctic-univ-of-norway,csrankings,UiT The Arctic Univ. of Norway,no,,https://uit.no,34,UiT The Arctic University of Norway,00wge5k78,UiT The Arctic University of Norway,Tromsø,69.6489,18.95508,1.00,1.00,1,,,,auto,city_centroid,,,0.00
ch-universit-della-svizzera-italiana,csrankings,Università della Svizzera italiana,ch,,https://search.usi.ch,33,Università della Svizzera italiana,03c4atk17,Università della Svizzera italiana,Lugano,46.0109126,8.9581205,1.00,1.00,0,,,,auto,street,"Università della Svizzera italiana, Lugano","Università della Svizzera Italiana, Via Zurigo, Molino Nuovo, Lugano, Circolo di Lugano ov",0.17
de-hasso-plattner-institute,csrankings,Hasso Plattner Institute,de,,https://hpi.de,33,Hasso Plattner Institute,058rn5r42,Hasso Plattner Institute,Potsdam,52.39886,13.06566,1.00,1.00,0,,,,auto,city_centroid,,,0.00
fr-universit-paris-dauphine,csrankings,Université Paris Dauphine,fr,,https://www.lamsade.dauphine.fr,33,Université Paris Dauphine,052bz7812,Université Paris Dauphine-PSL,Paris,48.8701102,2.2734842,0.92,0.96,0,,,,auto,building,"Université Paris Dauphine, Paris","Université Paris-Dauphine, 1, Place du Maréchal de Lattre de Tassigny, Quartier de la Port",5.81
gb-loughborough-university,csrankings,Loughborough University,gb,,https://www.lboro.ac.uk,33,Loughborough University,04vg4w365,Loughborough University,Loughborough,52.763845,-1.2372582,1.00,1.00,1,,,,auto,street,"Loughborough University, Loughborough","Loughborough University, Woodbrook Road, Shelthorpe, Loughborough, Charnwood, Leicestershi",2.53
gb-university-of-strathclyde,csrankings,University of Strathclyde,gb,,https://pureportal.strath.ac.uk,33,University of Strathclyde,00n3w3b69,University of Strathclyde,Glasgow,55.8618812,-4.2419566,1.00,1.00,1,,,,auto,street,"University of Strathclyde, Glasgow","University of Strathclyde, Stirling Road, Townhead, Glasgow, Glasgow City, Alba / Scotland",1.04
gr-university-of-crete,csrankings,University of Crete,gr,,https://www.csd.uoc.gr,33,University of Crete,00dr28g20,University of Crete,Rethymno,35.36555,24.48232,1.00,1.00,1,,,,auto,city_centroid,,,0.00
pl-university-of-wroclaw,csrankings,University of Wroclaw,pl,,https://www.ii.uni.wroc.pl,33,University of Wroclaw,00yae6e25,University of Wrocław,Wroclaw,51.1068045,17.0600813,1.00,0.95,0,,,,auto,street,"University of Wroclaw, Wroclaw","Politechnika Wrocławska, Bulwar Politechniki Wrocławskiej, Manhattan, Plac Grunwaldzki, Wr",2.02
cz-czech-technical-university,csrankings,Czech Technical University,cz,,https://cmp.felk.cvut.cz,32,Czech Technical University in Prague,03kqpb082,Czech Technical University in Prague,Prague,50.1029026,14.3946353,1.00,1.00,1,,,,auto,building,"Czech Technical University, Prague","České vysoké učení technické v Praze, 1580/3, Jugoslávských partyzánů, Nový Bubeneč, Ořech",2.49
de-university-of-erlangen-nuremberg,csrankings,University of Erlangen–Nuremberg,de,,https://lme.tf.fau.de,32,University of Erlangen–Nuremberg,00f7hpc57,Friedrich-Alexander-Universität Erlangen-Nürnberg,Erlangen,49.59099,11.00783,1.00,0.97,1,,,,auto,city_centroid,,,0.00
de-university-of-siegen,csrankings,University of Siegen,de,,https://www.eti.uni-siegen.de,32,University of Siegen,02azyry73,University of Siegen,Siegen,50.87481,8.02431,1.00,1.00,1,,,,auto,city_centroid,,,0.00
gb-birkbeck-university-of-london,csrankings,Birkbeck University of London,gb,,https://www.dcs.bbk.ac.uk,32,Birkbeck University of London,02mb95055,"Birkbeck, University of London",London,51.5218449,-0.1302155,0.97,0.98,1,,,,auto,street,"Birkbeck University of London, London","Birkbeck College, Malet Street, Bloomsbury, London Borough of Camden, Greater London, Engl",1.51
gb-university-of-sussex,csrankings,University of Sussex,gb,,https://www.sussex.ac.uk,32,University of Sussex,00ayhx656,University of Sussex,Brighton,50.8636364,-0.0856695,1.00,1.00,1,,,,auto,street,"University of Sussex, Brighton","University of Sussex, Biology Road, Coldean, Brighton, Brighton and Hove, England, BN1 9PX",5.44
de-university-of-w-rzburg,csrankings,University of Würzburg,de,,https://www.informatik.uni-wuerzburg.de,30,University of Würzburg,00fbnyb24,University of Würzburg,Würzburg,49.79391,9.95121,1.00,1.00,0,,,,auto,city_centroid,,,0.00
nl-university-of-groningen,csrankings,University of Groningen,nl,,https://www.rug.nl,30,University of Groningen,012p63287,University of Groningen,Groningen,53.2194416,6.5629863,1.00,1.00,1,,,,auto,street,"University of Groningen, Groningen","Rijksuniversiteit Groningen, Broerplein, Binnenstad-noord, Binnenstad, Centrum, Groningen,",0.25
de-university-of-g-ttingen,csrankings,University of Göttingen,de,,https://www.uni-goettingen.de/en/institute+of+computer+science/619480.html,29,University of Göttingen,01y9bpm73,University of Göttingen,Göttingen,51.53443,9.93228,1.00,1.00,0,,,,auto,city_centroid,,,0.00
gb-university-of-aberdeen,csrankings,University of Aberdeen,gb,,https://www.abdn.ac.uk,29,University of Aberdeen,016476m91,University of Aberdeen,Aberdeen,57.1645542,-2.1018424,1.00,1.00,1,,,,auto,street,"University of Aberdeen, Aberdeen","University of Aberdeen, Regent Walk, Linksfield, Seaton and Linksfield, Aberdeen City, Alb",2.33
gr-university-of-ioannina,csrankings,University of Ioannina,gr,,https://cs.uoi.gr,29,University of Ioannina,01qg3j183,University of Ioannina,Ioannina,39.66486,20.85189,1.00,1.00,1,,,,auto,city_centroid,,,0.00
pl-ipi-pan,csrankings,IPI PAN,pl,,https://ipipan.waw.pl,29,Instytut Podstaw Informatyki Polskiej Akademii Nauk,017fyx225,Institute of Art,Warsaw,52.2258111,20.9499124,0.83,0.81,0,pl-university-of-warsaw,coords borrowed from pl-university-of-warsaw,"ROR identity unresolved (best match is ""Institute of Art""); city Warsaw is correct, coordinates anchored",auto,street,"IPI PAN, Warsaw","Instytut Podstaw Informatyki Polskiej Akademii Nauk, Władysława Warneńczyka, Odolany, Wola",4.24
fr-ecole-normale-superieure-de-cachan,csrankings,Ecole Normale Superieure de Cachan,fr,,https://www.lsv.ens-cachan.fr,28,Ecole Normale Superieure de Cachan,04zmssz18,École Normale Supérieure de Lyon,Lyon,45.7332169,4.8332419,0.93,0.88,0,,,,auto,building,"École Normale Supérieure de Lyon, Lyon","École Normale Supérieure de Lyon - Site René Descartes, 15, Parvis René Descartes, Le Bon ",2.10
gb-university-of-exeter,csrankings,University of Exeter,gb,,https://computerscience.exeter.ac.uk/,28,University of Exeter,03yghzc09,University of Exeter,Exeter,50.7369372,-3.5347349,1.00,1.00,1,,,,auto,district,University of Exeter,"University of Exeter, Quethiock, Cornwall, England, EX4 4QD, United Kingdom",1.57
lu-university-of-luxembourg,csrankings,University of Luxembourg,lu,,https://wwwen.uni.lu,28,University of Luxembourg,036x5ad56,University of Luxembourg,Luxembourg,49.5036259,5.9487155,1.00,1.00,1,,,,auto,street,"University of Luxembourg, Luxembourg","Université du Luxembourg, Avenue des Sidérurgistes, Belval, Esch-sur-Alzette, Canton Esch-",17.76
be-universit-libre-de-bruxelles,csrankings,Université libre de Bruxelles,be,,https://www.ulb.ac.be,27,Université libre de Bruxelles,01r9htc13,Université Libre de Bruxelles,Brussels,50.8134719,4.3812534,1.00,1.00,0,,,,auto,street,"Université libre de Bruxelles, Brussels","Université libre de Bruxelles (Campus du Solbosch), Avenue Adolphe Buyl - Adolphe Buyllaan",4.70
cz-brno-university-of-technology,csrankings,Brno University of Technology,cz,,https://www.fit.vut.cz,27,Brno University of Technology,03613d656,Brno University of Technology,Brno,49.2265457,16.5954323,1.00,1.00,0,,,,auto,street,Brno University of Technology,"Fakulta informačních technologií VUT, Božetěchova, Královo Pole, Brno-Královo Pole, Brno, ",3.60
de-university-of-magdeburg,csrankings,University of Magdeburg,de,,https://isgwww.cs.uni-magdeburg.de,27,Otto von Guericke University Magdeburg,00ggpsq73,Otto-von-Guericke-Universität Magdeburg,Magdeburg,52.1405894,11.6455823,1.00,1.00,0,,,,auto,building,"Otto-von-Guericke-Universität Magdeburg, Magdeburg","Otto-von-Guericke Business School Magdeburg, 2, Universitätsplatz, Universitätsviertel, Al",1.82
de-university-of-oldenburg,csrankings,University of Oldenburg,de,,https://uol.de,27,University of Oldenburg,033n9gh91,Carl von Ossietzky Universität Oldenburg,Oldenburg,53.1467285,8.1828852,1.00,1.00,0,,,,auto,building,"University of Oldenburg, Oldenburg","Carl von Ossietzky Universität Oldenburg, 99, Uhlhornsweg, Kennedyviertel, Bloherfelde, 5.",2.21
es-imdea-software-institute,csrankings,IMDEA Software Institute,es,,https://software.imdea.org,27,IMDEA Software Institute,04xvfkh51,IMDEA Software Institute,Pozuelo de Alarcón,40.43293,-3.81338,1.00,1.00,1,,,,auto,city_centroid,,,0.00
ch-university-of-zurich,csrankings,University of Zurich,ch,,https://www.ifi.uzh.ch/en.html,26,University of Zurich,02crff812,University of Zurich,Zurich,47.36667,8.55,1.00,1.00,1,,,,auto,city_centroid,,,0.00
de-bundeswehr-university-munich,csrankings,Bundeswehr University Munich,de,,https://www.unibw.de/home-en/departments/department-of-computer-science,26,Universität der Bundeswehr München,05kkv3f82,Universität der Bundeswehr München,Munich,48.0766313,11.6359736,1.00,1.00,1,,,,auto,street,"Bundeswehr University Munich, Munich","Universität der Bundeswehr München, Finsinger Feld, Gewerbegebiet Ottobrunn Nord, Ottobrun",8.12
de-university-of-augsburg,csrankings,University of Augsburg,de,,https://www.uni-augsburg.de,26,University of Augsburg,03p14d497,University of Augsburg,Augsburg,48.3338636,10.8989031,1.00,1.00,1,,,,auto,street,"University of Augsburg, Augsburg","Universität, Salomon-Idler-Straße, Universitätsviertel, Augsburg, Bayern, 86159, Deutschla",4.19
de-university-of-bonn,csrankings,University of Bonn,de,,https://www.informatik.uni-bonn.de/en,26,University of Bonn,041nas322,University of Bonn,Bonn,50.7338124,7.1022465,1.00,1.00,1,,,,auto,street,"University of Bonn, Bonn","Rheinische Friedrich-Wilhelms-Universität Bonn, Arkadenhof, Bonn-Zentrum, Stadtbezirk Bonn",0.48
gb-aberystwyth-university,csrankings,Aberystwyth University,gb,,https://www.aber.ac.uk/en/cs/,26,Aberystwyth University,015m2p889,Aberystwyth University,Aberystwyth,52.4155496,-4.0650542,1.00,1.00,1,,,,auto,street,"Aberystwyth University, Aberystwyth","Aberystwyth University, Heol-Y-Llan, Llanbadarn Fawr, Aberystwyth, Ceredigion, Cymru / Wal",1.21
it-university-of-catania,csrankings,University of Catania,it,,https://www.dmi.unict.it,26,University of Catania,03a64bh57,University of Catania,Catania,37.49223,15.07041,1.00,1.00,1,,,,auto,city_centroid,,,0.00
de-university-of-hannover,csrankings,University of Hannover,de,,https://www.tnt.uni-hannover.de,25,Leibniz University Hannover,0304hq317,Leibniz University Hannover,Hanover,52.3685695,9.7657307,1.00,1.00,0,,,,auto,building,"University of Hannover, Hanover","Tierärztliche Hochschule Hannover, 15, Bischofsholer Damm, Bult, Südstadt-Bult, Hannover, ",2.22
de-goethe-university-frankfurt,csrankings,Goethe University Frankfurt,de,,https://www.goethe-university-frankfurt.de/106076806/Institute_of_Computer_Science,24,Goethe University Frankfurt,04cvxnb49,Goethe University Frankfurt,Frankfurt am Main,50.1267579,8.6733032,1.00,1.00,0,,,,auto,building,"Goethe University Frankfurt, Frankfurt am Main","Gleichstellungsbüro der Goethe-Universität, 122-123, Eschersheimer Landstraße, Westend Nor",1.47
de-university-of-duisburg-essen,csrankings,University of Duisburg-Essen,de,,https://www.uni-due.de,24,University of Duisburg-Essen,04mz5ra38,University of Duisburg-Essen,Essen,51.4290899,6.800858,1.00,1.00,1,,,,auto,street,"Universität Duisburg-Essen, Duisburg","Universität Duisburg-Essen, L+M-Bereich, Lerchenpfad, Neudorf-Nord, Duisburg-Mitte, Duisbu",14.97
de-university-of-regensburg,csrankings,University of Regensburg,de,,https://www.uni-regensburg.de/en/informatics-data-science,24,University of Regensburg,01eezs655,University of Regensburg,Regensburg,49.01513,12.10161,1.00,1.00,1,,,,auto,city_centroid,,,0.00
de-university-of-m-nster,csrankings,University of Münster,de,,https://www.uni-muenster.de,23,University of Münster,00pd74e08,University of Münster,Münster,51.9673422,7.5992433,1.00,1.00,0,,,,auto,street,"University of Münster, Münster","Universität Münster, Dahlweg, Schützenhof, Mitte-Süd, Münster-Mitte, Münster, Nordrhein-We",1.90
fr-inria,csrankings,INRIA,fr,,https://cambium.inria.fr,23,Institut National de Recherche en Informatique et en Automatique,02kvxyf05,Institut national de recherche en sciences et technologies du numérique,Le Chesnay-Rocquencourt,48.8378053,2.1030783,1.00,1.00,1,,,National body across nine centres; members need per-person centre resolution,auto,street,"INRIA, Le Chesnay-Rocquencourt","Inria, Chemin de Bailly A Rocquencourt, Rocquencourt, Le Chesnay-Rocquencourt, Versailles,",2.81
it-bocconi-university,csrankings,Bocconi University,it,,https://cs.unibocconi.eu,23,Bocconi University,05crjpb27,Bocconi University,Milan,45.4499044,9.1892641,1.00,1.00,0,,,,auto,street,"Bocconi University, Milan","Università Bocconi, Via Leopoldo Sabbatini, Vigentina, Municipio 5, Milano, Rodano, Milano",1.60
se-m-lardalen-university,csrankings,Mälardalen University,se,,https://www.es.mdh.se,23,Mälardalen University,033vfbz75,Mälardalen University,Västerås,59.61617,16.55276,1.00,1.00,1,,,,auto,city_centroid,,,0.00
at-university-of-salzburg,csrankings,University of Salzburg,at,,https://www.cosy.sbg.ac.at,22,University of Salzburg,05gs8cd61,University of Salzburg,Salzburg,47.79941,13.04399,1.00,1.00,0,,,,auto,city_centroid,,,0.00
de-university-of-koblenz-landau,csrankings,University of Koblenz-Landau,de,,https://www.uni-koblenz.de/en/computer-science,22,University of Koblenz-Landau,0433e6t24,Universität Koblenz,Koblenz,50.3635854,7.5583077,1.00,0.86,1,,,,auto,building,"Universität Koblenz, Koblenz","Universität Koblenz, 1, Universitätsstraße, Metternich, Koblenz, Rheinland-Pfalz, 56070, D",1.83
de-university-of-ulm,csrankings,University of Ulm,de,,https://www.uni-ulm.de,21,University of Ulm,032000t02,Universität Ulm,Ulm,48.39841,9.99155,1.00,1.00,1,,,,auto,city_centroid,,,0.00
gb-university-of-dundee,csrankings,University of Dundee,gb,,https://www.computing.dundee.ac.uk,21,University of Dundee,03h2bxq36,University of Dundee,Dundee,56.4579676,-2.9821483,1.00,1.00,1,,,,auto,street,"University of Dundee, Dundee","University of Dundee, Nethergate, Seabraes, City Centre, Dundee, Dundee City, Alba / Scotl",1.32
nl-tilburg-university,csrankings,Tilburg University,nl,,https://www.tilburguniversity.edu/about/schools/tshd/departments/dca,21,Tilburg University,04b8v1s79,Tilburg University,Tilburg,51.5669358,5.0502386,1.00,1.00,1,,,,auto,street,"Tilburg University, Tilburg","Tilburg University, Meerkoldreef, Het Zand, West, Tilburg, Noord-Brabant, Nederland, 5042 ",3.11
de-friedrich-schiller-university-jena,csrankings,Friedrich Schiller University Jena,de,,https://www.fmi.uni-jena.de,20,Friedrich Schiller University Jena,05qpz1x62,Friedrich Schiller University Jena,Jena,50.92878,11.5899,1.00,1.00,0,,,,auto,city_centroid,,,0.00
