inst_id,source,name,country,city_expected,homepage,csrankings_faculty,ror_query,ror_id,ror_name,ror_city,lat,lon,score,similarity,domain_match,coords_from,city_note,override_note,status,geocode_precision,geocode_query,geocode_display,shift_from_city_km
de-helmholtz-munich,supplement,Helmholtz Munich,de,München,,,Helmholtz Zentrum München,00cfam450,Helmholtz Munich,Munich,48.144717,11.5410759,1.00,1.00,0,,"expected München, ROR says Munich",,auto,street,"Helmholtz Munich, Munich","Helmholtzstraße, Arnulfpark, Marsfeld, Maxvorstadt, München, Bayern, 80636, Deutschland",2.68
de-mcml,supplement,Munich Center for Machine Learning,de,München,,,Munich Center for Machine Learning,02nfy3535,Munich Center for Machine Learning,Munich,48.13743,11.57549,1.00,1.00,0,de-lmu-munich,"expected München, ROR says Munich; coords borrowed from de-lmu-munich",Virtual centre; members hold LMU or TUM chairs,auto,city_centroid,,,0.00
de-bifold,supplement,BIFOLD Berlin Institute for the Foundations of Learning and Data,de,Berlin,,,BIFOLD,,,Berlin,52.52437,13.41053,,,,de-tu-berlin,coords borrowed from de-tu-berlin,Virtual centre hosted at TU Berlin | no reliable ROR record; anchored to a neighbour,anchored,city_centroid,,,0.00
de-lamarr,supplement,Lamarr Institute,de,Dortmund,,,Lamarr Institute for Machine Learning and Artificial Intelligence,04s11ea33,Lamarr Institute for Machine Learning and Artificial Intelligence,Dortmund,51.4900022,7.4051803,1.00,1.00,0,de-tu-dortmund,"expected Dortmund, ROR says Sankt Augustin — unrelated names, not a translation; coords borrowed from de-tu-dortmund",Sites in Dortmund Bonn Aachen Sankt Augustin,anchored,building,"Lamarr Institute, Dortmund","Lamarr Institute for Machine Learning and Artificial Intelligence, 25, Joseph-von-Fraunhof",5.04
de-scads,supplement,ScaDS.AI Dresden/Leipzig,de,Dresden,,,ScaDS.AI,01t4ttr56,Center for Scalable Data Analytics and Artificial Intelligence,Dresden,51.05089,13.73832,1.00,1.00,0,de-tu-dresden,coords borrowed from de-tu-dresden,Two-city centre,auto,city_centroid,,,0.00
de-zib,supplement,Zuse Institute Berlin,de,Berlin,,,Zuse Institute Berlin,02eva5865,Zuse Institute Berlin,Berlin,52.4557415,13.2979865,1.00,1.00,0,,,,auto,building,"Zuse Institute Berlin, Berlin","Zuse-Institut Berlin (ZIB), 7, Takustraße, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deu",10.78
de-dlr-ki,supplement,DLR Institute for AI Safety and Security,de,Sankt Augustin,,,German Aerospace Center,04bwf3e34,Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR),Bonn,50.73438,7.09549,1.00,1.00,0,de-university-of-bonn,"expected Sankt Augustin, ROR says Cologne — unrelated names, not a translation; coords borrowed from de-university-of-bonn",Sankt Augustin site near Bonn,anchored,city_centroid,,,0.00
fr-inria-paris,supplement,Inria Centre de Paris,fr,Paris,,,Centre Inria de Paris,05eyd5d35,Centre Inria de Paris,Paris,48.8263548,2.3459405,1.00,1.00,0,,,,auto,building,"Inria Centre de Paris, Paris","Centre Inria de Paris, 48, Rue Barrault, Maison-Blanche, Paris 13e Arrondissement, Paris, ",3.02
fr-inria-saclay,supplement,Inria Centre de Saclay,fr,Palaiseau,,,Centre Inria de Saclay,0315e5x55,Centre Inria de Saclay,Palaiseau,48.7143856,2.2055746,1.00,1.00,0,,,,auto,building,"Inria Centre de Saclay, Palaiseau","Centre Inria de Saclay, 1, Rue Honoré d'Estienne d'Orves, La Vauve - École Polytechnique, ",3.27
fr-inria-grenoble,supplement,Inria Centre de l'Université Grenoble Alpes,fr,Grenoble,,,Centre Inria de l'Université Grenoble Alpes,00n8d6z93,Centre Inria de l'Université Grenoble Alpes,Montbonnot-Saint-Martin,45.22537,5.8017,1.00,1.00,0,,"expected Grenoble, ROR says Montbonnot-Saint-Martin — unrelated names, not a translation",,needs_review,city_centroid,,,0.00
fr-inria-rennes,supplement,Inria Centre de l'Université de Rennes,fr,Rennes,,,Centre Inria de l'Université de Rennes,04040yw90,Centre Inria de l'Université de Rennes,Rennes,48.11109,-1.67431,1.00,1.00,0,,,,auto,city_centroid,,,0.00
fr-inria-lille,supplement,Inria Centre de l'Université de Lille,fr,Villeneuve-d'Ascq,,,Centre Inria de l'Université de Lille,04eej9726,Centre Inria de l'Université de Lille,Villeneuve-d'Ascq,50.61669,3.16664,1.00,1.00,0,,,,auto,city_centroid,,,0.00
fr-inria-sophia,supplement,Inria Centre d'Université Côte d'Azur,fr,Sophia Antipolis,,,Centre Inria d'Université Côte d'Azur,01nzkaw91,Centre Inria d'Université Côte d'Azur,Valbonne,43.63292,6.99911,1.00,1.00,0,,"expected Sophia Antipolis, ROR says Valbonne — unrelated names, not a translation",,needs_review,city_centroid,,,0.00
fr-inria-nancy,supplement,Inria Centre de l'Université de Lorraine,fr,Villers-lès-Nancy,,,Centre Inria de l'Université de Lorraine,03fcjvn64,Centre Inria de l'Université de Lorraine,Villers-lès-Nancy,48.6655909,6.1574513,1.00,1.00,0,,,,auto,street,"Centre Inria de l'Université de Lorraine, Villers-lès-Nancy","Centre Inria de l'Université de Lorraine, Rue du Jardin Botanique, Villers-lès-Nancy, Nanc",0.93
fr-inria-bordeaux,supplement,Inria Centre de l'Université de Bordeaux,fr,Talence,,,Centre Inria de l'Université de Bordeaux,03tjcj052,Centre Inria de l'université de Bordeaux,Talence,44.8083657,-0.5998368,1.00,1.00,0,,,,auto,building,"Centre Inria de l'université de Bordeaux, Talence","Centre Inria de l'université de Bordeaux, 200, Avenue de la Vieille Tour, Thouars, Talence",0.84
fr-inria-lyon,supplement,Inria Centre de Lyon,fr,Villeurbanne,,,Centre Inria de Lyon,022gakr41,Centre Inria de Lyon,Villeurbanne,45.7862564,4.8796612,1.00,1.00,0,,,,auto,street,"Inria Centre de Lyon, Villeurbanne","Centre Inria de Lyon, Passage de l'Industrie, La Feyssine, Villeurbanne, Lyon, Métropole d",2.25
fr-sorbonne,supplement,Sorbonne Université (LIP6 ISIR),fr,Paris,,,Sorbonne University,02en5vm52,Sorbonne Université,Paris,48.8379885,2.3611216,1.00,1.00,0,,,,auto,street,"Sorbonne Université, Paris","Sorbonne Université, Boulevard de l'Hôpital, Quartier de la Salpêtrière, Paris 13e Arrondi",1.94
fr-paris-saclay,supplement,Université Paris-Saclay (LISN),fr,Gif-sur-Yvette,,,Université Paris-Saclay,03xjwb503,Université Paris-Saclay,Gif-sur-Yvette,48.7118148,2.1734464,1.00,1.00,0,,,,auto,street,"Université Paris-Saclay, Orsay","Université Paris Saclay, Avenue des Sciences, Belvedère, Campus Urbain de Paris-Saclay, Or",4.32
fr-paris-cite,supplement,Université Paris Cité (IRIF),fr,Paris,,,Université Paris Cité,05f82e368,Université Paris Cité,Paris,48.8514684,2.341089,1.00,1.00,0,,,,auto,building,"Université Paris Cité, Paris","Université Paris Cité, 15, Rue de l'École de Médecine, Quartier de la Monnaie, Paris 6e Ar",0.60
fr-telecom-paris,supplement,Télécom Paris (LTCI),fr,Palaiseau,,,Télécom Paris,01naq7912,Télécom Paris,Palaiseau,48.7131108,2.199685,1.00,1.00,0,,,,auto,street,"Télécom Paris, Palaiseau","Télécom Paris, Cours Pierre Vasseur, La Vauve - École Polytechnique, Campus Urbain de Pari",3.72
fr-polytechnique,supplement,École Polytechnique (LIX),fr,Palaiseau,,,École Polytechnique,05hy3tk52,École Polytechnique,Palaiseau,48.7127874,2.2107453,1.00,1.00,0,,,,auto,street,"École Polytechnique, Palaiseau","École Polytechnique, Route de Saclay, La Vauve - École Polytechnique, Plateau, Palaiseau, ",2.93
fr-centralesupelec,supplement,CentraleSupélec,fr,Gif-sur-Yvette,,,CentraleSupélec,019tcpt25,CentraleSupélec,Gif-sur-Yvette,48.7086199,2.1639399,1.00,1.00,0,,,,auto,street,"CentraleSupélec, Gif-sur-Yvette","CentraleSupélec - Bâtiment Bréguet, Rue Joliot-Curie, Campus Urbain de Paris-Saclay, Gif-s",3.60
fr-uga,supplement,Université Grenoble Alpes (LIG GIPSA),fr,Grenoble,,,Université Grenoble Alpes,02rx3b187,Université Grenoble Alpes,Saint-Martin-d'Hères,45.1931884,5.7651901,1.00,1.00,0,,"expected Grenoble, ROR says Saint-Martin-d'Hères — unrelated names, not a translation",,needs_review,building,"Université Grenoble Alpes, Saint-Martin-d'Hères","Crous Grenoble Alpes, 80, Allée Ampère, Domaine universitaire de Grenoble, Saint-Martin-d'",1.62
fr-toulouse,supplement,Université de Toulouse (IRIT ANITI),fr,Toulouse,,,Université de Toulouse,01ahyrz84,Université de Toulouse,Toulouse,43.5943374,1.4503779,1.00,1.00,0,,,,auto,street,"Université de Toulouse, Toulouse","Université de Toulouse, Boulingrin, Monplaisir, Le Busca, Saint-Michel / Saint-Agne / Empa",1.23
fr-amu,supplement,Aix-Marseille Université (LIS),fr,Marseille,,,Aix-Marseille Université,035xkbk20,Aix-Marseille Université,Marseille,43.2928205,5.3582753,1.00,1.00,0,,,,auto,street,"Aix-Marseille Université, Marseille","Aix-Marseille Université, Allée Médecin Colonel Eugène Jamot, Le Pharo, Marseille 7e Arron",1.90
fr-bordeaux,supplement,Université de Bordeaux (LaBRI),fr,Talence,,,Université de Bordeaux,057qpr032,Université de Bordeaux,Bordeaux,44.84124,-0.58046,1.00,1.00,0,,"expected Talence, ROR says Bordeaux — unrelated names, not a translation",,needs_review,city_centroid,,,0.00
fr-lorraine,supplement,Université de Lorraine (LORIA),fr,Nancy,,,Université de Lorraine,04vfs2w97,Université de Lorraine,Nancy,48.6821399,6.1910682,1.00,1.00,0,,,,auto,street,"Université de Lorraine, Nancy","Université de Lorraine - Faculté d’Odontologie, Rue Lionnois, Saint-Pierre, René II, Bonse",0.51
fr-montpellier,supplement,Université de Montpellier (LIRMM),fr,Montpellier,,,Université de Montpellier,051escj72,Université de Montpellier,Montpellier,43.6315655,3.8618177,1.00,1.00,0,,,,auto,street,"Université de Montpellier, Montpellier","Université de Montpellier, Parvis Alexander Grothendieck, Hôpitaux-Facultés, Montpellier, ",2.58
fr-nantes,supplement,Nantes Université / Centrale Nantes (LS2N),fr,Nantes,,,Nantes Université,03gnr7b55,Nantes Université,Nantes,47.2454573,-1.5519856,1.00,1.00,0,,,,auto,street,"Nantes Université, Nantes","Université de Nantes, Rue Saint-Antoine, Bellamy, Bellamy - Barbin, Hauts-Pavés - Saint-Fé",3.14
fr-cote-azur,supplement,Université Côte d'Azur (I3S 3IA),fr,Nice,,,Université Côte d'Azur,019tgvf94,Université Côte d'Azur,Nice,43.7170132,7.2675774,1.00,1.00,0,,,,auto,building,"Université Côte d'Azur (I3S 3IA), Nice","Parc Valrose - Université Côte d'Azur - Faculté des Sciences, 81, Avenue Valrose, Valrose,",1.55
fr-lyon1-insa,supplement,Université Lyon 1 / INSA Lyon (LIRIS),fr,Villeurbanne,,,Université Claude Bernard Lyon 1,029brtt94,Lyon 1 Université,Villeurbanne,45.7816645,4.8681545,1.00,1.00,0,,,,auto,street,"Lyon 1 Université, Villeurbanne","Lyon 1 Université, Boulevard Laurent Bonnevay, Tonkin, Villeurbanne, Lyon, Métropole de Ly",1.95
fr-cea-list,supplement,CEA List,fr,Palaiseau,,,CEA LIST,026ma2c10,CEA CESTA,Palaiseau,48.7121357,2.1944159,0.75,0.71,0,fr-telecom-paris,"expected Palaiseau, ROR says Le Barp — unrelated names, not a translation; coords borrowed from fr-telecom-paris",Palaiseau site on the Saclay plateau | no reliable ROR record; anchored to a neighbour,anchored,street,"CEA List, Palaiseau","CEA LIST, Avenue de la Vauve, La Vauve - École Polytechnique, Campus Urbain de Paris-Sacla",4.12
fr-utc,supplement,Université de technologie de Compiègne,fr,Compiègne,,,Université de technologie de Compiègne,04y5kwa70,Université de Technologie de Compiègne,Compiègne,49.4161759,2.8186324,1.00,1.00,0,,,,auto,street,"Université de technologie de Compiègne, Compiègne","Université de Technologie de Compiègne, Rue du Port à Bateaux, Les Capucins - Saint-Germai",0.57
fr-imt-atlantique,supplement,IMT Atlantique,fr,Brest,,,IMT Atlantique,030hj3061,IMT Atlantique,Nantes,47.2804016,-1.5189737,1.00,1.00,0,,"expected Brest, ROR says Nantes — unrelated names, not a translation",,needs_review,street,"IMT Atlantique, Nantes","Gymnase IMT Atlantique, Avenue Augustin-Louis Cauchy, La Chantrerie, Chantrerie - Gachet, ",7.49
ch-idiap,supplement,Idiap Research Institute,ch,Martigny,,,Idiap Research Institute,05932h694,Idiap Research Institute,Martigny-Combe,46.07817,7.05099,1.00,1.00,0,,,,auto,city_centroid,,,0.00
ch-idsia,supplement,IDSIA,ch,Lugano,,,Dalle Molle Institute for Artificial Intelligence Research,013355g38,Dalle Molle Institute for Artificial Intelligence Research,Lugano,46.0124369,8.9614647,1.00,1.00,0,,,,auto,street,"IDSIA, Lugano","IDSIA USI-SUPSI, Via Elsa Franconi-Poretti, Viganello, Circolo di Lugano est, Lugano, Dist",0.28
ch-unige,supplement,University of Geneva,ch,Genève,,,University of Geneva,01swzsf04,University of Geneva,Geneva,46.20222,6.14569,1.00,1.00,0,,,,auto,city_centroid,,,0.00
ch-unil,supplement,University of Lausanne,ch,Lausanne,,,University of Lausanne,019whta54,University of Lausanne,Lausanne,46.5225695,6.5809499,1.00,1.00,0,,,,auto,street,"University of Lausanne, Lausanne","Université de Lausanne, Route de la Maladière, Quartier Chamberonne, Chavannes-près-Renens",4.04
ch-unine,supplement,University of Neuchâtel,ch,Neuchâtel,,,University of Neuchâtel,00vasag41,University of Neuchâtel,Neuchâtel,46.99179,6.931,1.00,1.00,0,,,,auto,city_centroid,,,0.00
ch-zhaw,supplement,ZHAW,ch,Winterthur,,,ZHAW Zurich University of Applied Sciences,05pmsvm27,ZHAW Zurich University of Applied Sciences,Zurich,47.4999206,8.7204505,1.00,1.00,0,ch-university-of-zurich,coords borrowed from ch-university-of-zurich,"Winterthur campus, ~20 km from Zurich; anchored to the nearest resolved institution",auto,building,"ZHAW, Zurich","ZHAW, 15, Gertrudstrasse, Neuwiesen, Stadt, Winterthur, Bezirk Winterthur, Zürich, 8401, S",19.59
ch-sdsc,supplement,Swiss Data Science Center,ch,Zürich,,,Swiss Data Science Center,02hdt9m26,Swiss Data Science Center,Zurich,47.36667,8.55,1.00,1.00,0,,,,auto,city_centroid,,,0.00
ch-unisg,supplement,University of St. Gallen,ch,St. Gallen,,,Universität St. Gallen,0561a3s31,University of St.Gallen,Saint Gallen,47.4300025,9.3722184,0.95,0.98,0,,"expected St. Gallen, ROR says Saint Gallen",,auto,building,"University of St. Gallen, Saint Gallen","Universität St.Gallen, 50, Dufourstrasse, St. Jakob, St. Gallen, Wahlkreis St. Gallen, St.",0.70
it-iit-genova,supplement,Istituto Italiano di Tecnologia,it,Genova,,,Istituto Italiano di Tecnologia,042t93s57,Italian Institute of Technology,Genoa,44.4750165,8.9063618,1.00,1.00,0,,"expected Genova, ROR says Genoa",,auto,street,"Istituto Italiano di Tecnologia, Genoa","Istituto Italiano di Tecnologia, Via Morego, Morigallo, Morego, Val Polcevera, Genova, Lig",8.37
it-iit-milano,supplement,IIT Center for Human Technologies,it,Milano,,,Italian Institute of Technology,042t93s57,Italian Institute of Technology,Milan,45.46427,9.18951,1.00,1.00,0,it-unimi,"expected Milano, ROR says Genoa — unrelated names, not a translation; coords borrowed from it-unimi",IIT satellite centre in Milan | no reliable ROR record; anchored to a neighbour,anchored,city_centroid,,,0.00
it-fbk,supplement,Fondazione Bruno Kessler,it,Trento,,,Fondazione Bruno Kessler,01j33xk10,Fondazione Bruno Kessler,Trento,46.0674564,11.1511812,1.00,1.00,0,,,,auto,street,"Fondazione Bruno Kessler, Trento","Fondazione Bruno Kessler, Via Sommarive, Panté di Sotto, Mesiano, Povo, Trento, Territorio",2.32
it-cnr-isti,supplement,CNR-ISTI,it,Pisa,,,Institute of Information Science and Technologies,05kacka20,"Istituto di Scienza e Tecnologie dell'Informazione ""Alessandro Faedo""",Pisa,43.70853,10.4036,1.00,1.00,0,,,,auto,city_centroid,,,0.00
it-polito,supplement,Politecnico di Torino,it,Torino,,,Politecnico di Torino,00bgk9508,Politecnico di Torino,Turin,45.0636974,7.6575263,1.00,1.00,0,,"expected Torino, ROR says Turin",,auto,street,"Politecnico di Torino, Turin","Politecnico di Torino, Corso Mediterraneo, Borgo San Paolo, Circoscrizione 3, Torino, Piem",2.42
it-unito,supplement,Università di Torino,it,Torino,,,University of Turin,048tbm396,University of Turin,Turin,45.0699309,7.6903562,1.00,1.00,0,,"expected Torino, ROR says Turin",,auto,street,"Università di Torino, Turin","Università di Torino, Via Giuseppe Verdi, Centro, Circoscrizione 1, Torino, Piemonte, 1012",0.28
it-unibo,supplement,Università di Bologna,it,Bologna,,,University of Bologna,01111rn36,University of Bologna,Bologna,44.4965073,11.3525506,1.00,1.00,0,,,,auto,building,"Università di Bologna, Bologna","Università di Bologna, 33, Via Zamboni, Ghetto ebraico, Irnerio, Santo Stefano, Bologna, E",1.13
it-unige,supplement,Università di Genova,it,Genova,,,University of Genoa,0107c5v14,University of Genoa,Genoa,44.4148861,8.9266707,1.00,1.00,0,,"expected Genova, ROR says Genoa",,auto,street,"Università di Genova, Genoa","Università degli Studi di Genova, Via Balbi, Ghetto, Prè, Centro Est, Genova, Liguria, 161",1.80
it-uniroma2,supplement,Università di Roma Tor Vergata,it,Roma,,,University of Rome Tor Vergata,02p77k626,University of Rome Tor Vergata,Rome,41.8525221,12.6208835,1.00,1.00,0,,"expected Roma, ROR says Rome",,auto,building,"Università di Roma Tor Vergata, Rome","Macroarea di Lettere e Filosofia – Università di Roma Tor Vergata, 1, Via Columbia, Tor Ve",10.07
it-uniroma3,supplement,Università Roma Tre,it,Roma,,,Roma Tre University,05vf0dg29,Roma Tre University,Rome,41.8619504,12.4796114,1.00,1.00,0,,"expected Roma, ROR says Rome",,auto,street,"Università Roma Tre, Rome","Università Roma Tre - Dipartimento di Giurisprudenza, Via Ostiense, San Paolo, Municipio R",4.24
it-unina,supplement,Università di Napoli Federico II,it,Napoli,,,University of Naples Federico II,05290cv24,University of Naples Federico II,Naples,40.85216,14.26811,1.00,1.00,0,,"expected Napoli, ROR says Naples",,auto,city_centroid,,,0.00
it-unifi,supplement,Università di Firenze,it,Firenze,,,University of Florence,04jr1s763,University of Florence,Florence,43.7781355,11.2604089,1.00,1.00,0,,"expected Firenze, ROR says Florence",,auto,street,"Università di Firenze, Florence","Università degli Studi di Firenze - Dipartimento di Scienze della Terra, Via Giorgio La Pi",1.14
it-univr,supplement,Università di Verona,it,Verona,,,University of Verona,039bp8j42,University of Verona,Verona,45.4360045,11.0024244,1.00,1.00,0,,,,auto,district,Università di Verona,"Parco Università degli studi di Verona, Veronetta, Centro storico, Verona, Veneto, 37129, ",0.73
it-sissa,supplement,SISSA,it,Trieste,,,Scuola Internazionale Superiore di Studi Avanzati,004fze387,Scuola Internazionale Superiore di Studi Avanzati,Trieste,45.6786658,13.7749912,1.00,1.00,0,,,,auto,building,"SISSA, Trieste","Scuola Internazionale Superiore di Studi Avanzati, 265, Via Bonomea, Campo Romano, Sottomo",3.24
it-ictp,supplement,ICTP,it,Trieste,,,Abdus Salam International Centre for Theoretical Physics,009gyvm78,The Abdus Salam International Centre for Theoretical Physics (ICTP),Trieste,45.7036564,13.7205581,1.00,1.00,0,,,,auto,building,"ICTP, Trieste","ICTP Galileo Guesthouse, 7, Via Beirut, Roiano-Gretta-Barcola-Cologna-Scorcola, Miramare /",7.44
it-sns,supplement,Scuola Normale Superiore,it,Pisa,,,Scuola Normale Superiore,03aydme10,Scuola Normale Superiore,Pisa,43.7196862,10.400398,1.00,1.00,0,,,,auto,building,"Scuola Normale Superiore, Pisa","Scuola Normale Superiore, 7, Piazza dei Cavalieri, Santa Maria, San Francesco, Pisa, Tosca",1.27
it-imt-lucca,supplement,IMT School for Advanced Studies Lucca,it,Lucca,,,IMT School for Advanced Studies Lucca,035gh3a49,IMT School for Advanced Studies Lucca,Lucca,43.84369,10.50447,1.00,1.00,0,,,,auto,city_centroid,,,0.00
it-unimib,supplement,Università di Milano-Bicocca,it,Milano,,,University of Milano-Bicocca,01ynf4891,University of Milano-Bicocca,Milan,45.5136657,9.2113068,1.00,1.00,0,,,,auto,street,"Università di Milano-Bicocca, Milan","Università degli Studi di Milano Bicocca, Viale dell'Innovazione, Segnanino, Bicocca, Muni",5.75
it-unimi,supplement,Università degli Studi di Milano,it,Milano,,,University of Milan,00wjc7c48,University of Milan,Milan,45.4611561,9.186629,1.00,1.00,0,,,,auto,street,"Università degli Studi di Milano, Milan","Università degli Studi di Milano, Piazza Sant'Alessandro, Cinque Vie, Cerchia dei Navigli,",0.41
it-unive,supplement,Università Ca' Foscari Venezia,it,Venezia,,,Università Ca' Foscari Venezia,04yzxz566,Ca' Foscari University of Venice,Venice,45.4344957,12.3264484,1.00,1.00,0,,"expected Venezia, ROR says Venice",,auto,building,"Università Ca' Foscari Venezia, Venice","Università Ca' Foscari, 3246, Calle Larga Ca’ Foscari, Dorsoduro, Venezia-Murano-Burano, L",0.57
it-unisi,supplement,Università di Siena (SAILab),it,Siena,,,University of Siena,01tevnk56,University of Siena,Siena,43.31822,11.33064,1.00,1.00,0,,,,auto,city_centroid,,,0.00
it-poliba,supplement,Politecnico di Bari,it,Bari,,,Politecnico di Bari,03c44v465,Polytechnic University of Bari,Bari,41.108887,16.8785859,1.00,1.00,0,,,,auto,street,"Politecnico di Bari, Bari","Politecnico di Bari, Via Giuseppe Re David, Municipio 2, Bari, Puglia, 70125, Italia",1.50
it-unibz,supplement,Free University of Bozen-Bolzano,it,Bolzano,,,Free University of Bozen-Bolzano,012ajp527,Free University of Bozen-Bolzano,Bolzano,46.498298,11.3501018,1.00,1.00,0,,,,auto,building,"Free University of Bozen-Bolzano, Bolzano","Freie Universität Bozen - Libera Università di Bolzano, 1, Piazza Università - Universität",1.16
es-upf,supplement,Universitat Pompeu Fabra,es,Barcelona,,,Pompeu Fabra University,04n0g0b29,Universitat Pompeu Fabra,Barcelona,41.3892781,2.1911055,1.00,1.00,0,,,,auto,building,"Universitat Pompeu Fabra, Barcelona","Campus Ciutadella Universitat Pompeu Fabra, 25-27, Carrer de Ramon Trias Fargas, la Vila O",2.68
es-uab-cvc,supplement,Computer Vision Center / UAB,es,Cerdanyola del Vallès,,,Computer Vision Center,00s0nnj93,Computer Vision Center,Cerdanyola del Vallès,41.49109,2.14079,1.00,1.00,0,,,,auto,city_centroid,,,0.00
es-bsc,supplement,Barcelona Supercomputing Center,es,Barcelona,,,Barcelona Supercomputing Center,05sd8tv96,Barcelona Supercomputing Center,Barcelona,41.3897809,2.1163849,1.00,1.00,0,,,,auto,building,"Barcelona Supercomputing Center, Barcelona","Barcelona Supercomputing Center, 1-3, Plaça d'Eusebi Güell, Pedralbes, les Corts, Barcelon",3.56
es-iiia-csic,supplement,IIIA-CSIC,es,Bellaterra,,,Artificial Intelligence Research Institute,03c0ach84,Artificial Intelligence Research Institute,Cerdanyola del Vallès,41.5011236,2.1109371,1.00,1.00,0,,"expected Bellaterra, ROR says Cerdanyola del Vallès — unrelated names, not a translation","Bellaterra is a locality inside Cerdanyola del Vallès, so the city-name mismatch is genuine and the ROR record is right",needs_review,street,"IIIA-CSIC, Cerdanyola del Vallès","Institut d'Investigació en Intel·ligència Artificial (IIIA), Carrer de l'Albareda, Cerdany",2.73
es-ub,supplement,Universitat de Barcelona,es,Barcelona,,,University of Barcelona,021018s57,Universitat de Barcelona,Barcelona,41.3868595,2.1634784,1.00,1.00,0,,,,auto,street,"Universitat de Barcelona, Barcelona","Universitat de Barcelona, Pati Montserrat Roig, l'Antiga Esquerra de l'Eixample, l'Eixampl",0.43
es-upm,supplement,Universidad Politécnica de Madrid,es,Madrid,,,Technical University of Madrid,03n6nwv02,Universidad Politécnica de Madrid,Madrid,40.4486157,-3.719125,1.00,1.00,0,,,,auto,street,"Universidad Politécnica de Madrid, Madrid","Rectorado de la Universidad Politécnica de Madrid, Calle de Ramiro de Maeztu, Ciudad Unive",3.84
es-uc3m,supplement,Universidad Carlos III de Madrid,es,Leganés,,,Universidad Carlos III de Madrid,03ths8210,Universidad Carlos III de Madrid,Madrid,40.3327974,-3.7653449,1.00,1.00,0,,"expected Leganés, ROR says Madrid — unrelated names, not a translation",,needs_review,building,"Universidad Carlos III de Madrid, Madrid","Universidad Carlos III de Madrid, 30, Avenida de la Universidad, Batallas, San Nicasio, Le",10.72
es-uam,supplement,Universidad Autónoma de Madrid,es,Madrid,,,Autonomous University of Madrid,01cby8j38,Universidad Autónoma de Madrid,Madrid,40.5453765,-3.6949578,1.00,1.00,0,,,,auto,street,"Universidad Autónoma de Madrid, Madrid","Universidad Autónoma de Madrid (U.A.M.) Campus de Cantoblanco, Calle Beltrand Russell, El ",14.34
es-ugr,supplement,Universidad de Granada,es,Granada,,,University of Granada,04njjy449,Universidad de Granada,Granada,37.1809009,-3.6000115,1.00,1.00,0,,,,auto,street,"Universidad de Granada, Granada","Universidad de Granada, Calle Santa Lucía, Barrio del Boquerón, Centro - Sagrario, Centro,",1.00
es-us,supplement,Universidad de Sevilla,es,Sevilla,,,University of Seville,03yxnpp24,Universidad de Sevilla,Seville,37.38283,-5.97317,1.00,1.00,0,,,,auto,city_centroid,,,0.00
es-uv,supplement,Universitat de València,es,València,,,Universitat de València,043nxc105,Universitat de València,Valencia,39.4718857,-0.3731468,1.00,1.00,0,,,,auto,street,"Universitat de València, Valencia","Universitat de València, Plaça del Col·legi del Patriarca, Ciutat Vella, València, Comarca",0.60
es-ehu,supplement,University of the Basque Country,es,San Sebastián,,,University of the Basque Country,000xsnr85,University of the Basque Country,Leioa,43.32686,-2.98884,1.00,1.00,0,,"expected San Sebastián, ROR says Leioa — unrelated names, not a translation",,needs_review,city_centroid,,,0.00
es-bcam,supplement,Basque Center for Applied Mathematics,es,Bilbao,,,Basque Center for Applied Mathematics,03b21sh32,Basque Center for Applied Mathematics,Bilbao,43.26271,-2.92528,1.00,1.00,0,,,,auto,city_centroid,,,0.00
es-ua,supplement,Universidad de Alicante,es,Alicante,,,Universidad de Alicante,05t8bcz72,University of Alicante,Alicante,38.3850684,-0.5146732,1.00,1.00,0,,,,auto,street,"Universidad de Alicante, Alicante","Universitat d'Alacant (Campus de Sant Vicent), Antic accés nord-oest a Alacant, Alacant / ",5.30
es-usc,supplement,Universidade de Santiago de Compostela,es,Santiago de Compostela,,,Universidade de Santiago de Compostela,030eybx10,Universidade de Santiago de Compostela,Santiago de Compostela,42.8732494,-8.5535718,1.00,1.00,0,,,,auto,street,"Universidade de Santiago de Compostela, Santiago de Compostela","Universidade de Santiago de Compostela, Avenida do Mestre Mateo, A Espiñeira, Cornes, Sant",1.03
es-uma,supplement,Universidad de Málaga,es,Málaga,,,Universidad de Málaga,036b2ww28,Universidad de Málaga,Málaga,36.7165107,-4.4953707,1.00,1.00,0,,,,auto,building,"Universidad de Málaga, Málaga","Universidad de Málaga, 2, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andal",6.70
pt-inesc-id,supplement,INESC-ID,pt,Lisboa,,,INESC-ID,,,Lisbon,38.72509,-9.1498,,,,pt-universidade-de-lisboa,coords borrowed from pt-universidade-de-lisboa, | no reliable ROR record; anchored to a neighbour,anchored,city_centroid,,,0.00
pt-inesctec,supplement,INESC TEC,pt,Porto,,,INESC TEC,05fa8ka61,INESC TEC,Porto,41.1794412,-8.5952534,1.00,1.00,0,,,,auto,street,"INESC TEC, Porto","INESC TEC (S), Rua Doutor Roberto Frias, Lamas, Paranhos, Porto, 4200-465, Portugal",3.68
